Lattice3x20172.csv,,,,,,,,,,,,,,,,,,,
10,5,1,0,,,,,,,,,,,,,,,,
0,27,31,130,120,67,27,58,88,1705,64,16679,27424,60516,1972,0,0,8,0,0
0,0,53,99,56,74,54,15,34,40,69,59,14,46,14,21,0,8,0,0
0,0,22,87,78,108,61,22,46,48,70,109,64,21,37,23,0,0,0,0
0,0,73,85,9929,96,61,15,67,77,59,7229,158,25317,15,7,7,0,0,0
0,0,134,41,102,79,74,51,43,60516,14127,17720,38,29,43468,27,0,0,0,0
0,49,111,116,83,86,23,55,47,52336,49160,56,53,29,8,0,0,0,0,0
0,32,59,108,97,118,31,57,51,35,76,64,54,59,36,0,19,0,0,0
0,0,34,92,21,66,23,68,89,45,79,57,44,15742,29,0,0,0,0,0
0,0,103,173,42,68,102,34,55,52,83,60,22,22177,15,21,0,7,0,0
0,47,63,74,93,76,31,55,72,93,30,37,43,49,15,0,0,60516,0,0
0,0,54,134,54,81,74,31,50,65,54,45,5807,22,14,24,0,0,0,0
0,80,72,72,59,53,39,63,5843,51,784,63,48193,60516,46077,29,0,0,0,0
0,0,65,69,106,27,42,42,55,47,8711,77,15053,23,2388,0,8,0,0,0
0,0,42,118,153,44,36,58,37,57,70,2904,29,21,60513,0,8,0,0,0
0,0,92,85,95,86,17,53,81,15,763,52,1225,57872,7,15,14,0,0,0
0,27,77,14665,72,81,29,29,46,8,31,50343,29,30,14,8,60516,0,0,0
0,135,65,81,38,40,37,60507,54,25562,31,63,38,36,29,14,0,0,0,0
0,0,30,108,121,156,66,22,77,57,105,44,66,10091,16,22,0,0,0,0
0,58,8,151,7600,54,46,74,80,79,56,75,30,29,10692,60516,0,0,0,0
0,0,50,93,108,48,43,24,70,85,70,60516,90,59,60516,15,7,0,0,0
0,8,80,118,86,64,75,88,46,102,25910,9360,15594,46,7,22,0,0,0,0
0,20,48,101,68,25,74,102,45,59,23101,68,59845,22,38,23,0,0,0,0
0,23,11,38,89,46,113,36,86,59,52,39,7,36,37,28,0,8,0,0
0,67,121,36,116,79,35,8,52743,31,36,46317,5886,50,24,22,0,0,0,0
0,30,29,43,42,54,65,32,57,74,31,17727,62,46,22,7,0,0,0,0
0,35,42,136,48,54,41,53,39,39,62,29,65,15,29,0,60516,0,0,0
0,0,46,95,89,59,94,43,43,48,51,53,46,69,36,15,0,0,0,0
0,0,42,100,66,55,66,23,48,30,39,108,48,523,8780,7,0,0,0,0
0,23,41,138,125,56,67,45,17,73,62,82,45,15,60516,0,0,0,0,0
0,16,66,63,38,60,70,82,48,72,52,67,47206,47,27,29,0,0,0,0
0,0,82,118,66,43,39,54,69,1985,76,37,31,15,14,7,0,0,0,0
0,35,102,64,65,44,32,48,43,70,72,64,25,28,23,7,0,0,0,0
0,14,40,43,99,66,50,54,5871,15,55,77,70,59126,30,60516,0,0,0,0
0,64,22,59,71,83,37,41,47,69,7765,64,56,60516,46,7,0,60516,0,0
0,72,71,84,57,69,79,41,51,37,38,59,3156,53,14,15,0,0,0,0
0,32,27,29,72,85,53,46,32,6105,1078,38,47683,20555,15,22,0,0,0,0
0,46,62,88,76,68,93,75,52,40,23682,7843,7,60516,60516,0,7,0,0,0
0,32,49,100,62,67,67,60,54,39,85,5316,48,1297,36991,60516,0,60516,0,0
0,0,8,180,5966,35,54,23437,59,105,96,37,23,6572,8554,8,7,0,0,0
0,11,196,44,51,75,3161,60516,42,37,82,44,37,45,0,21700,0,0,0,0
0,35,59,55796,12641,70,38,85,17732,85,44,82,75,59,60516,15007,0,0,0,0
0,0,0,27,79,69,42,69,66,15406,58,52,70,47,22,0,60516,0,0,0
0,0,98,108,111,68,53,84,50,60516,82,77,116,44,21,0,0,0,0,0
0,34,52,67,153,60516,37,42,46,92,22,43,40,14,23,60516,0,0,8,0
0,0,52,78,106,104,62,69,30,14559,431,65,27792,29,23,57002,0,0,0,0
0,0,41,135,68,158,39,36484,35,21349,45,43,23,60,50,8,8,0,0,0
0,0,46,49,92,73,46,36,73,44,56,56235,47,38,8,9526,8,8,0,0
0,65,20,52,99,102,89,3877,81,69,53,40,50,21,23,8,16,0,0,0
0,32,130,61,95,47,35,48,57,77,38,46,40,15429,37,7,0,0,0,0
0,0,28,116,109,59,62,17,61,92,94,61,44,15,31,8,14,60516,0,0
0,50,50,66,160,102,59,51,51,42,40,31,60516,46,60504,60516,0,0,0,0
0,21,116,105,138,56,39,56,44,70,42794,55,15,12039,22,8,0,0,0,0
0,17,22,85,97,48,50,53,6788,67,55,87,60516,1595,7,0,7,0,0,0
0,0,79,97,90,68,45,107,40,30,85,87,49,29,36220,0,0,0,0,0
0,0,67,99,138,91,72,31,55,60516,62,37408,74,37,8,0,0,0,0,0
0,0,65,169,93,53,37,29,40,45,29,66,38,8230,51,14,0,0,0,0
0,0,38,60,86,85,117,45,60516,5755,39,83,70,35,37,7,0,0,0,0
0,19,48,76,72,72,68,78,20485,51,94,25397,28,34,32,0,7,0,0,0
0,20,0,138,164,119,31,69,61,73,27215,39,5774,17,25,7,60516,0,0,0
0,14,67,54,99,10,88,32,57,60,57,52,60516,19270,37,21,0,0,0,0
0,0,84,117,190,65,100,30,104,85,30,7519,52,14,7,0,0,0,0,0
0,0,36,100,94,70,56,26,67,14,60,48,38,14,60516,15,7,7,0,0
0,0,39,62,58,39,60,42,41,67,54,60,14,32,14,28429,0,0,0,0
0,0,71,140,78,59,37,45,65,43,59,1436,60516,30,60516,0,0,0,0,0
0,64,16,117,117,16,79,31,61,55,77,61,83,22,60516,0,8,0,0,0
0,11,42,116,149,29,85,60,89,118,109,21,30,30,14,60516,0,0,0,0
0,0,80,73,106,61,90,5802,63,35,67,88,33,22,15,15,7,0,0,0
0,19,32,79,96,62,4882,60,38,61,9689,56,75,14,60516,14,7,0,0,0
0,0,16,185,90,17667,38,7617,39,40,60516,4896,45,33675,7,16,0,8,0,0
0,0,109,79,90,54,59,31302,49,44,30,34184,66,59929,44,29,0,0,0,0
0,47,145,79,139,82,51,94,64,74,161,31,5783,53,38,60516,0,0,0,0
0,0,52,86,98,104,7087,33,58,40,76,46,30797,53,60516,23,0,0,0,0
0,70,65,89,74,43,110,49,75,53,77,60,69,38,37802,15,7,0,0,0
0,25,147,92,126,80,22,4374,60516,120,60,37,30,20990,28977,0,0,0,0,0
0,0,122,116,102,37,34,36,63,36,45668,74,60356,45,23,8,14,0,0,0
0,8,71,137,116,55,46,23,55,37,69,60,60516,38,1803,7,8,0,0,0
0,0,56,43,62,45,86,28,80,45,51,2053,6348,26,21,0,0,0,0,0
0,0,51,85,123,103,48,54,77,51,69,86,14,8,60516,0,0,0,0,0
0,14,17,514,100,37,51,79,63,28,32929,1871,46,44,37,7,0,0,0,0
0,0,11,66,31494,136,33,52,78,38,15957,22,29,30,8,15,13117,0,0,0
0,0,121,74,96,76,37,33,64,57,47,15,47,29,60516,0,0,0,0,0
0,0,47,102,46,84,59,49,39,1124,54,79,60516,30,37,7,0,0,0,0
0,0,8,132,71,45,50,63,31,51,44,84,15,30,0,0,16,0,0,0
0,60,103,99,81,123,43,64,83,27,58,2647,47,47,21,7,0,0,0,0
0,0,48,26,69,59,72,31,65,30,61,55,30832,22,25,7,7,0,0,0
0,8,83,89,75,83,85,56,26,54,96,32,17126,21,22,0,7,0,0,0
0,47,46,188,91,72,75,3037,63,86,32,64,45,60516,22,1624,0,0,0,0
0,13,132,89,96,89,85,58,40,59,58,46,60516,52,7,8,7,0,0,0
0,8,72,112,67,70,8,29,31,96,59,29,60516,60516,14,10448,0,7,0,0
56,26,73,41,116,71,63,46,66,22,16752,99,46,38,22,0,0,0,0,0
0,35,81,54,81,56,82,30,20054,24,66,44,75,40939,0,29,0,0,0,0
0,96,159,63,38,60516,37,39,46,54182,23,9730,29,15,7,7,0,0,0,0
0,14,146,107,170,121,64,60,36,5534,25182,51,77,60516,14,34316,0,0,0,0
0,69,85,139,106,80,41,89,22,61,110,37,51,22,43,7,23,7,0,0
0,33,50,62,57,82,58,88,44,69,67,69,40123,52,0,8,7,0,0,0
0,8,110,85,91,37,51,44,45,64,2094,25994,54,15,22971,60516,8,0,0,0
0,37,45,46,90,61,39,50,9911,43,67,60516,66,84,30079,0,7,0,0,0
0,41,84,71,42,112,97,85,60504,45,43,67,29107,14,7,36,0,0,0,0
0,26,37,76,6284,88,106,84,39,72,59,6410,22,66,14,60516,7,0,60516,0
41,14,0,135,117,83,57,31,24,51,74,38,75,23,41,10,0,0,0,0
0,55,63,66,104,89,47,60,7,49,59,42,81,22,15,10,0,60516,0,0
0,11,84,162,96,83,77,46,14708,26,77,44,58,9098,29,0,0,0,0,0
0,0,87,122,76,137,63,41,54,61,74,64,38,64,7,55525,60516,0,0,0
0,0,84,112,103,72,70,55,85,75,40,55,20966,40,14377,16,0,0,0,0
0,8,66,101,104,69,45,40,34,69,18243,60516,44,3526,7,14,8,7,0,0
0,56,90,3848,79,74,72,24,49,60338,105,36,33742,60510,39,8,7,0,0,0
0,0,98,122,55,46,8,8,57,65,56,54,60199,30191,23,24,0,0,0,0
0,105,32,85,37,7973,61,63,55,23206,60,0,22,43,0,14,7,0,0,0
0,97,111,129,38,91,59,99,45,44,46255,67,50,75,22,14,0,0,0,0
0,29,68,91,82,100,53,40,14144,70,71,55,46,22,8,7,0,0,0,0
0,0,123,118,155,77,58,51,41,323,83,20,9488,30,4400,15,0,0,0,0
0,70,97,90,106,90,88,1816,32,47,59,56,39,15,60516,7,7,60516,0,0
0,0,89,53,33,51,73,45,72,53,105,98,59,60516,8734,15,14,0,0,0
0,0,57,62,112,59,53,46,4778,14,17025,50,72,60516,16,8,0,0,0,0
0,0,78,104,27,53,60,43,71,76,37,69,29,31,8,7,7,8,0,0
0,57,92,106,78,105,34,40,11330,60516,74,41,29,21487,14,36,0,0,0,0
0,0,92,142,108,41,52,62,132,57,59,46737,46,52,49561,15,0,0,0,0
0,0,86,177,128,82,30,26,29,22,61,6496,117,37,36326,8,0,0,0,0
0,26,45,34,106,99,43,33,113,31073,52,60507,21,25705,60516,22,60516,0,0,0
0,0,75,130,142,105,31,55,57,54,11244,105,53,20898,32,0,0,0,0,0
0,14,37,48,60,133,32,40,40,7,53,68,43,34,31,60516,0,0,0,0
0,64,14,168,101,27,106,73,83,62,60,71,79,37,14742,7,0,0,0,0
0,40,59,85,50,47,73,36,26619,2253,46,79,31,47,15,23,0,0,0,0
0,32,26,123,5411,38,60,33,45,38,63,88,73,48,60516,28681,0,0,0,0
0,11,91,91,82,53,89,36,7403,8501,38,9170,48,14,14,25,15,0,0,0
0,116,148,94,112,108,55,47,6281,61,44,5021,59,6580,31,30,8,0,0,0
0,11,79,76,41,74,45,26,49,53,60507,22,30146,65,7,7,0,0,0,0
0,0,43,80,79,59,57,83,35,53,77,62,46975,57,16,23,0,0,0,0
0,29,32,65,102,67,39,64,18,73,35139,60,72,0,38,22,7,0,0,0
0,26,86,83,180,79,73,57,38,50,21,22,60516,44,37,0,0,0,0,0
0,35,65,76,119,80,11,23,13428,52,98,20313,91,54,0,14,0,0,0,0
0,0,117,92,122,121,43,62,46,29,90,44,72,36,7,15,0,0,0,0
0,0,35,55,62,54,19,62,41,59,61,49,17492,48,8,14,60516,0,0,0
0,0,73,181,18,81,74,39,50,39,45,6037,65,22,7,15,0,0,0,0
0,0,159,111,142,60507,66,59,96,40,104,66,26,32,14,0,8,0,0,0
0,11,22,165,46,114,52,54,59,93,23,66,44,15,29,21,0,0,0,0
0,55,74,124,61,25048,66,43,84,31,65,45,60,7,38,24,0,0,0,0
0,20,96,720,77,55,54,61,82,59,85,61,30,23,47,0,8,60516,0,0
0,0,60,106,81,71,62,55,52,76,82,23,67,56179,44,42158,0,0,0,0
0,44,126,113,62,66,15,37,64,44,61,59,44,32,15,9896,0,0,0,0
